idx,transaction_id,user_id,transaction_date,product_category,product_name,merchant_name,product_amount,transaction_fee,cashback,loyalty_points,payment_method,transaction_status,merchant_id,device_type,location
3103,d1dcb5f8-6285-4354-bc6a-8056e2939bf1,USER_01930,4/5/2024 12:43,Education Fee,IELTS Training,Coursera,9989.43,19.12,83.5,163,Credit Card,Successful,MERCH_0490,iOS,Urban
3104,279fb61a-7e3f-44c6-a8ca-aae26892388d,USER_00304,4/5/2024 16:59,Movie Ticket,Baahubali 2,INOX,7731.63,35.46,33.53,354,Bank Transfer,Successful,MERCH_0532,Android,Suburban
3105,fe5c19f7-ba5c-4c5f-bd84-1a048007f82e,USER_05579,4/5/2024 17:47,Food Delivery,Pizza Margherita,Uber Eats,622.6,49.14,15.72,804,Debit Card,Successful,MERCH_0262,Web,Urban
3106,508bc510-ea54-47c6-bf7f-9395edacc5df,USER_05320,4/5/2024 21:51,Gaming Credits,Battle Pass,Minecraft,1698.32,1.91,52.14,187,Bank Transfer,Successful,MERCH_0456,Android,Urban
3107,9cee6866-3e54-4788-a627-11e4302e363c,USER_04115,4/6/2024 1:36,Online Shopping,Laptop Backpack,Nykaa,2654.87,41.97,0.77,521,Credit Card,Successful,MERCH_0169,iOS,Urban
3108,c5eaf858-9d8a-4c06-b34f-0b562703d0b2,USER_07301,4/6/2024 1:50,Internet Bill,Fiber 100Mbps Plan,Airtel Broadband,3245.72,23.31,60.45,758,Credit Card,Successful,MERCH_0414,Android,Urban
3109,9a6a9dc8-60a2-4ba3-8ba4-7d32d0ef7da5,USER_03660,4/6/2024 2:29,Bus Ticket,Sleeper Class,AbhiBus,4918.19,28.74,38.61,175,Bank Transfer,Successful,MERCH_0455,Android,Urban
3110,34ac2d85-c41b-447f-b544-17a3963474f2,USER_04696,4/6/2024 3:45,Gift Card,Rs. 2000 Gift Voucher,Amazon Pay,7385.22,45.71,44.66,442,Credit Card,Successful,MERCH_0048,Android,Suburban
3111,b4ebdbb8-2e2d-4cd8-9658-10b232446b53,USER_05358,4/6/2024 3:48,Insurance Premium,Home Insurance,ICICI Prudential,6287.57,2.18,7.99,284,Wallet Balance,Successful,MERCH_0710,Web,Urban
3112,624cd665-3765-494d-92b1-78a812865ec0,USER_01829,4/6/2024 4:43,Loan Repayment,Business Loan Repayment,Axis Bank,4716.41,38.37,6.18,881,Bank Transfer,Successful,MERCH_0125,Android,Urban
3113,bda8e0ef-f7ee-4a63-9208-55d55526108a,USER_02212,4/6/2024 5:26,Grocery Shopping,Whole Wheat Atta,Amazon Pantry,7026.71,44.41,99.95,853,Debit Card,Successful,MERCH_0964,Android,Rural
3114,a568db4a-7e54-4878-85f3-3d9bbc1fe83e,USER_02285,4/6/2024 6:53,Grocery Shopping,Dairy Milk Chocolate,BigBasket,6342.69,26.62,69.64,627,Bank Transfer,Failed,MERCH_0575,iOS,Urban
3115,de5f5627-c174-4cfb-8c4f-edce9025c5e5,USER_06724,4/6/2024 7:58,Food Delivery,Vegetable Biryani,Zomato,1656.08,23.3,3.75,609,Unified Payments Interface,Successful,MERCH_0041,Android,Urban
3116,047f92b5-3f52-4d71-8612-dacd49f181d5,USER_08584,4/6/2024 8:56,Water Bill,Borewell Charges,Mumbai Water,9542.63,20.64,50.04,778,Bank Transfer,Successful,MERCH_0542,Android,Urban
3117,3baabf36-838f-459f-b13d-552327c94bb4,USER_01575,4/6/2024 11:11,Gift Card,Rs. 250 Coffee Shop Card,Pantaloons,9799.11,20.38,36.63,627,Debit Card,Successful,MERCH_0217,Android,Urban
3118,0474a2b5-7a90-47ad-84f5-625775e093ce,USER_00674,4/6/2024 11:40,Online Shopping,Wireless Earbuds,Snapdeal,2028.68,21.42,18.35,772,Debit Card,Successful,MERCH_0989,Android,Urban
3119,3d087af3-e476-4183-8b8e-bc1d2d7c397a,USER_00624,4/6/2024 13:35,Insurance Premium,Term Life Policy,Max Life,6554.54,20.54,27.69,909,Unified Payments Interface,Successful,MERCH_0763,iOS,Urban
3120,d7573f07-7bfe-4816-a249-d7fd4414e75c,USER_04958,4/6/2024 15:20,Gift Card,Rs. 250 Coffee Shop Card,Pantaloons,8159.8,13.79,97.82,66,Bank Transfer,Successful,MERCH_0661,Android,Suburban
3121,ad96139d-1bad-40be-a114-c64e3e66e37c,USER_01271,4/6/2024 16:00,Mobile Recharge,Annual Plan 2999,Vodafone,9828.56,23.08,78.06,902,Wallet Balance,Successful,MERCH_0711,Web,Urban
3122,6048625d-422a-4424-b041-8cc1ae154068,USER_08117,4/6/2024 17:07,Bus Ticket,AC Seater,Paytm Bus,7879.84,34.58,16.43,761,Credit Card,Failed,MERCH_0951,Android,Rural
3123,02827b82-99fb-4fa0-a597-7bea5ba87a32,USER_05350,4/6/2024 18:14,Mobile Recharge,Data Pack 50GB,Idea,7278.96,36.68,54.06,231,Credit Card,Successful,MERCH_0632,Android,Urban
3124,dd6ce774-6b04-45e6-b654-849e7b676091,USER_03092,4/6/2024 18:38,Gas Bill,Industrial Gas Supply,Indraprastha Gas,5782,24.79,78.24,264,Credit Card,Successful,MERCH_0879,Android,Urban
3125,ecfc5762-c662-45ce-9a59-441d34f859d4,USER_02065,4/6/2024 20:02,Streaming Service,Basic Plan,Hotstar,1782.35,1.96,67.78,383,Credit Card,Successful,MERCH_0376,Android,Urban
3126,71e52b73-dde0-4880-a107-f7b701bd7d0b,USER_06328,4/7/2024 5:42,Gaming Credits,1000 Game Coins,Roblox,4943.04,24.33,89.14,960,Credit Card,Successful,MERCH_0156,Android,Urban
3127,b7fea71e-2a9f-4e6d-b0d9-920db51aa414,USER_05744,4/7/2024 9:24,Rent Payment,Deluxe Room,Airbnb,9261.17,16.17,75.95,925,Unified Payments Interface,Successful,MERCH_0283,Android,Suburban
3128,70ac1e94-6576-4a81-a1c0-c90401ad08b3,USER_04314,4/7/2024 9:51,Electricity Bill,Commercial Bill,BSES,6294.28,17.02,59.08,300,Debit Card,Successful,MERCH_0803,Android,Urban
3129,4fede4b8-3b20-42a7-b17c-adccbe03be05,USER_02451,4/7/2024 10:10,Water Bill,Residential Connection,Delhi Jal Board,9013.65,14.13,25.47,509,Credit Card,Successful,MERCH_0903,Android,Urban
3130,7f9c7c1a-65b9-4b6d-9f1d-6af35568f5b2,USER_06516,4/7/2024 10:35,Flight Booking,Suite,MakeMyTrip,9297.36,22.81,6.78,686,Credit Card,Successful,MERCH_0005,Android,Urban
3131,5f2b2583-33f9-4a56-91b5-6fcf000e72c8,USER_00562,4/7/2024 10:55,Food Delivery,Butter Chicken,Foodpanda,4395.63,47.21,94.85,426,Unified Payments Interface,Successful,MERCH_0656,Android,Urban
3132,a687374d-bd09-4d16-98cd-fcd998b2d0e6,USER_02667,4/7/2024 11:03,Water Bill,Borewell Charges,Mumbai Water,3779.71,21.13,30.34,936,Wallet Balance,Successful,MERCH_0813,Android,Rural
3133,a4ad56b6-92f9-443e-98ea-64c6510ed2a2,USER_05769,4/7/2024 12:10,Flight Booking,Delhi to Mumbai,Cleartrip,1494.78,16.84,89.57,745,Wallet Balance,Successful,MERCH_0910,Android,Urban
3134,5e1a9245-9f2b-4ff9-bd56-26fd20c8eae2,USER_09262,4/7/2024 13:32,Grocery Shopping,Basmati Rice,Grofers,9367.77,10.74,59.78,500,Wallet Balance,Successful,MERCH_0191,iOS,Urban
3135,cc0ba380-73e8-4340-ad85-3d50bd9ccb5f,USER_09907,4/7/2024 14:06,Flight Booking,Pune to Goa,Cleartrip,295.61,43.19,65.79,569,Wallet Balance,Successful,MERCH_0923,iOS,Urban
3136,46447c57-cf75-4128-8487-802e3111104c,USER_07984,4/7/2024 19:13,Food Delivery,Butter Chicken,Domino's,3318.45,34.03,6.41,723,Credit Card,Successful,MERCH_0812,iOS,Urban
3137,c62a1a6c-4108-4e32-a49a-e621c4cf7cd1,USER_04291,4/7/2024 21:00,Grocery Shopping,Mixed Fruit Jam,Grofers,9698,44.72,1.37,97,Credit Card,Successful,MERCH_0871,iOS,Urban
3138,29f43ae0-e54f-472c-9a06-e4326c581b03,USER_08483,4/7/2024 21:53,Flight Booking,Delhi to Mumbai,Yatra,5361.5,25.18,51.7,268,Debit Card,Successful,MERCH_0831,Android,Urban
3139,244f408a-bf66-446b-b91a-4cf5b975c23c,USER_01264,4/8/2024 0:05,Food Delivery,Masala Dosa,Uber Eats,8977.43,19.89,20.88,43,Wallet Balance,Successful,MERCH_0346,Android,Urban
3140,cd843cc4-a697-479c-b8be-c9ff2f97f28d,USER_07552,4/8/2024 0:28,Streaming Service,Basic Plan,Hotstar,9835.4,2.27,15.34,184,Unified Payments Interface,Successful,MERCH_0332,Android,Urban
3141,8c4a1da4-fe16-47dd-b86e-3e4f6ee6f29b,USER_09561,4/8/2024 0:56,Electricity Bill,Industrial Bill,Tata Power,985.63,10.34,94.9,364,Debit Card,Successful,MERCH_0549,iOS,Urban
3142,e445a4ef-e56b-400c-94a1-032f12117e73,USER_00600,4/8/2024 2:13,Streaming Service,Standard Plan,Netflix,99.94,34.47,56.57,241,Wallet Balance,Successful,MERCH_0048,iOS,Urban
3143,202331f4-4214-4e08-be91-0744913596c8,USER_07661,4/8/2024 2:35,Insurance Premium,Home Insurance,HDFC Life,499.82,2.33,51.76,660,Wallet Balance,Successful,MERCH_0758,Web,Urban
3144,89f39656-7aae-43a5-b67b-f2cbc8272960,USER_04722,4/8/2024 5:31,Food Delivery,Masala Dosa,Foodpanda,4046.03,28.04,13.67,66,Debit Card,Successful,MERCH_0126,Android,Urban
3145,458bc7cc-b587-4e75-9a08-cb34d864a8cb,USER_07733,4/8/2024 6:04,Food Delivery,Vegetable Biryani,Domino's,9675.82,7.35,64.89,770,Credit Card,Successful,MERCH_0262,Android,Urban
3146,0f16a234-fed7-4a00-b4a2-d6ca774e56c3,USER_04103,4/8/2024 6:29,Gift Card,Rs. 5000 Luxury Card,Lifestyle,4468.9,23.05,70.95,978,Bank Transfer,Pending,MERCH_0248,iOS,Urban
3147,239e2872-f7c3-4e0f-9ab0-30e3f0d3f54f,USER_07477,4/8/2024 9:41,Food Delivery,Butter Chicken,Uber Eats,5957.43,1.97,29.43,433,Credit Card,Successful,MERCH_0518,iOS,Rural
3148,2d6f2ca8-ae15-4f40-ad4a-2cb917fbfe79,USER_06791,4/8/2024 10:03,Insurance Premium,Health Insurance,ICICI Prudential,3259,40.06,24.89,76,Debit Card,Successful,MERCH_0644,Android,Urban
3149,aa38bcc0-2be8-4537-b64c-adc01c47fc7b,USER_05413,4/8/2024 10:41,Online Shopping,Smart LED TV,Amazon,6463.35,3.34,8.1,329,Debit Card,Successful,MERCH_0844,Android,Urban
3150,9059e97a-61aa-456d-ad56-4b24a38da724,USER_04675,4/8/2024 11:23,Streaming Service,Basic Plan,Netflix,9723.26,27.02,27.37,446,Credit Card,Successful,MERCH_0211,iOS,Urban
3151,5e5c9044-f732-4f2f-b3cc-050924e628c2,USER_09609,4/8/2024 14:38,Education Fee,MBA Entrance Prep,Udemy,2983.66,46.46,16.27,268,Credit Card,Successful,MERCH_0112,iOS,Urban
3152,f8befe3c-6776-49d3-93d3-98479ac7febf,USER_04939,4/8/2024 17:57,Rent Payment,Commercial Space Rent,Airbnb,9451.92,42.78,26.61,783,Credit Card,Successful,MERCH_0402,Android,Suburban
3153,1a5cdada-1f82-4df6-aa11-55e4ab93aa70,USER_08577,4/8/2024 19:35,Loan Repayment,Education Loan EMI,ICICI Bank,8811.29,28.6,33.62,61,Wallet Balance,Successful,MERCH_0579,Web,Urban
3154,00bed498-bcfc-48d0-b751-d931892ddf7f,USER_01734,4/8/2024 19:51,Streaming Service,Basic Plan,Netflix,2872.59,21.98,39.2,391,Credit Card,Successful,MERCH_0194,Android,Urban
3155,267a5f29-90e0-4c62-81fa-b4fe2fafa3fe,USER_07291,4/8/2024 20:55,Education Fee,Python Programming Course,BYJU'S,4729.15,26.48,55.29,215,Wallet Balance,Successful,MERCH_0576,Android,Urban
3156,2ccead2e-9332-466e-b409-8160b2f7bc9b,USER_04711,4/8/2024 22:48,Online Shopping,Laptop Backpack,Myntra,6047.98,28.01,7.46,145,Credit Card,Successful,MERCH_0030,iOS,Urban
3157,49006939-5386-4872-8a51-4a00bef4d224,USER_09034,4/9/2024 1:00,Rent Payment,Co-working Space,Airbnb,1408.6,8.23,52.23,431,Credit Card,Successful,MERCH_0978,Android,Suburban
3158,c0d68155-0570-4854-9ac7-8541a87ebad5,USER_05588,4/9/2024 2:27,Taxi Fare,Rental Package,Uber,6235.5,29.71,95.18,855,Bank Transfer,Successful,MERCH_0401,Android,Rural
3159,2cce3a1e-23f5-4e27-9b51-fca50315d158,USER_05528,4/9/2024 2:40,Taxi Fare,Share Ride,Ola,9239.11,49.02,38.1,57,Debit Card,Successful,MERCH_0637,iOS,Rural
3160,96281107-d6e6-446d-b3f9-2598d1c4228e,USER_05636,4/9/2024 3:00,Loan Repayment,Personal Loan Payment,SBI,2652.53,46.29,84.45,872,Debit Card,Successful,MERCH_0356,Android,Urban
3161,06d6aeb1-db61-40d3-b2cc-8e494cf0acdd,USER_06774,4/9/2024 10:13,Insurance Premium,Motor Insurance,LIC,2039.53,44.51,13.95,525,Debit Card,Successful,MERCH_0042,Android,Rural
3162,a5c55dcf-8dd1-43d1-ab58-36602030967f,USER_01747,4/9/2024 11:15,Taxi Fare,Share Ride,Ola,9055.55,32.3,4.97,816,Unified Payments Interface,Successful,MERCH_0558,Android,Urban
3163,8b862ad0-a8dd-4d6b-9729-e0dc7c8f72a9,USER_07646,4/9/2024 14:04,Taxi Fare,Airport Transfer,Uber,2763.2,17.41,39.96,743,Unified Payments Interface,Successful,MERCH_0122,Web,Urban
3164,392fc8bc-1e36-4491-8c97-77a0cc06379f,USER_04787,4/9/2024 14:24,Taxi Fare,Share Ride,Jugnoo,8329.64,41.41,97.52,857,Unified Payments Interface,Successful,MERCH_0901,Android,Urban
3165,5f4709be-6582-4354-b29e-c04eb7a758a1,USER_01958,4/9/2024 14:27,Water Bill,Industrial Use,Mumbai Water,1582.18,0.87,89.28,516,Bank Transfer,Successful,MERCH_0581,Android,Urban
3166,1e384e91-251e-466b-bfc5-d2628af75c2e,USER_06126,4/10/2024 0:02,Movie Ticket,3 Idiots,Carnival Cinemas,8660.06,16.32,93.02,690,Bank Transfer,Successful,MERCH_0993,Android,Urban
3167,bafce991-475a-46fe-ae8f-5c0df16b1e66,USER_02676,4/10/2024 0:48,Water Bill,Commercial Property,Mumbai Water,2936.96,6.2,24.66,763,Credit Card,Successful,MERCH_0101,iOS,Urban
3168,cdea96b2-0634-4f26-a7b7-70db64488bc3,USER_03341,4/10/2024 4:32,Insurance Premium,Travel Insurance,LIC,2686.06,36.27,14.77,306,Wallet Balance,Successful,MERCH_0226,Android,Urban
3169,2c6be77d-7dc3-47da-8111-98e73412b5ef,USER_05130,4/10/2024 5:24,Bus Ticket,Sleeper Class,RedBus,985,47.33,50.2,190,Bank Transfer,Successful,MERCH_0731,iOS,Suburban
3170,79bc72f6-25b5-4bce-85ce-17ff8a57c026,USER_06953,4/10/2024 7:46,Gift Card,Rs. 1000 Shopping Voucher,Pantaloons,5460.46,43.08,89.22,70,Bank Transfer,Successful,MERCH_0456,Android,Urban
3171,f81be55e-c9a1-44d9-95d2-7c0d7060bf00,USER_04402,4/10/2024 7:49,Education Fee,Data Science Bootcamp,BYJU'S,3205.31,17.04,99.98,778,Debit Card,Successful,MERCH_0523,iOS,Suburban
3172,e7f7a133-f237-42e1-bf02-04d25a859031,USER_06960,4/10/2024 14:01,Hotel Booking,Villa,Treebo,9203.25,17.67,29.82,387,Wallet Balance,Successful,MERCH_0177,Android,Urban
3173,d9a379d5-0e43-4128-9129-e680f2f5fcbd,USER_07193,4/10/2024 14:52,Streaming Service,Family Subscription,Amazon Prime,2735.44,13.94,73.03,636,Bank Transfer,Successful,MERCH_0491,Android,Urban
3174,e6da54ce-117b-444c-b2a8-a59c80b60425,USER_06182,4/10/2024 17:14,Gas Bill,Domestic LPG Cylinder,Mahanagar Gas,2960.11,21.2,59.98,233,Wallet Balance,Successful,MERCH_0346,Web,Urban
3175,62cc46d3-290a-489d-8bf4-9dcf30433404,USER_07687,4/10/2024 18:10,Water Bill,Residential Connection,Chennai Metro Water,8313.17,7.32,95.21,435,Wallet Balance,Failed,MERCH_0688,iOS,Urban
3176,45c71379-7f88-401a-9fca-2a652b3d8059,USER_08470,4/10/2024 19:44,Online Shopping,Wireless Earbuds,Flipkart,5439.02,20.78,21.14,17,Debit Card,Successful,MERCH_0735,Android,Suburban
3177,e9b1c5d6-2c65-4658-8d45-337643bc082c,USER_05272,4/10/2024 20:08,Insurance Premium,Health Insurance,SBI Life,1969.45,4.52,84.03,620,Bank Transfer,Successful,MERCH_0997,Web,Urban
3178,0db36999-b855-4953-85c5-2852139cc5fd,USER_01154,4/10/2024 21:14,Online Shopping,Laptop Backpack,Snapdeal,6391.69,12.63,44.02,137,Unified Payments Interface,Successful,MERCH_0311,Web,Urban
3179,ae542cfa-f1a4-4f30-b04f-6e79e253cd7c,USER_07716,4/11/2024 0:56,Online Shopping,Laptop Backpack,Flipkart,3152.3,21.33,55.9,689,Wallet Balance,Successful,MERCH_0052,Android,Urban
3180,24e4c9d4-8266-4a52-8992-75d35f5721ed,USER_06422,4/11/2024 2:58,Gaming Credits,500 Gems Pack,Roblox,7158.4,49.62,62.09,296,Wallet Balance,Successful,MERCH_0623,Web,Urban
3181,2364de42-3950-48e3-a491-bba34948300d,USER_07142,4/11/2024 4:02,Rent Payment,Commercial Space Rent,Airbnb,7188.15,6.24,25.02,866,Wallet Balance,Successful,MERCH_0379,Android,Urban
3182,d91365fc-8598-4bcd-a626-3bfec0ec8bd8,USER_08957,4/11/2024 8:05,Internet Bill,Broadband 50Mbps Plan,Airtel Broadband,9148.37,35.03,18.1,81,Debit Card,Successful,MERCH_0958,Android,Urban
3183,f5f98fb6-909d-40ee-ab10-8c066311f7ab,USER_07434,4/11/2024 11:21,Rent Payment,Deluxe Room,Airbnb,4833.85,21.62,76.46,744,Unified Payments Interface,Successful,MERCH_0409,Android,Urban
3184,e5fc7e6e-82c9-4bc9-a2d8-7885bf93c7f0,USER_00755,4/11/2024 11:41,Gas Bill,Commercial Gas Connection,Indraprastha Gas,9159.42,31.83,53.42,107,Debit Card,Successful,MERCH_0103,Android,Urban
3185,ae7a47a7-c191-4bf0-a37d-c5fc6703f082,USER_08922,4/11/2024 13:43,Food Delivery,Masala Dosa,Swiggy,3840.52,2.04,60.36,356,Debit Card,Successful,MERCH_0603,iOS,Urban
3186,5bceafe6-8bea-4964-9cd9-a9b0d676d2a4,USER_07451,4/11/2024 16:50,Gift Card,Rs. 1000 Shopping Voucher,Lifestyle,897.19,18.07,32.44,786,Unified Payments Interface,Successful,MERCH_0853,Android,Suburban
3187,427634f2-ac71-4715-8404-3e2b13ab4281,USER_09805,4/11/2024 22:20,Online Shopping,Rs. 5000 Luxury Card,Flipkart,3217.32,3.15,44.4,194,Debit Card,Successful,MERCH_0405,Android,Urban
3188,b19dbbd3-b1db-401f-9d6d-24e0afca3756,USER_05281,4/12/2024 0:32,Flight Booking,Ahmedabad to Jaipur,MakeMyTrip,2687.27,31.84,94.77,968,Wallet Balance,Successful,MERCH_0312,iOS,Rural
3189,002c1f4c-0200-4dcb-8548-3c84991cb1f8,USER_00038,4/12/2024 2:31,Hotel Booking,Deluxe Room,Fab Hotels,6961.74,30.54,66.54,988,Credit Card,Successful,MERCH_0159,Web,Urban
3190,7fd7021e-c63b-4bfe-a322-5118687affda,USER_04444,4/12/2024 3:42,Education Fee,Digital Marketing Certification,Vedantu,4988.6,6.41,3.87,461,Bank Transfer,Successful,MERCH_0259,Android,Urban
3191,1902374f-c1a6-4951-a383-a089f88e56c9,USER_08723,4/12/2024 4:03,Education Fee,Data Science Bootcamp,BYJU'S,7169.93,11.31,66.1,626,Bank Transfer,Successful,MERCH_0345,iOS,Urban
3192,e323d6be-0470-4712-a031-11145c0b8851,USER_04489,4/12/2024 4:12,Water Bill,Commercial Property,Hyderabad Water Board,9056.04,42.39,59.26,361,Bank Transfer,Successful,MERCH_0317,iOS,Urban
3193,0c1b6fe8-a919-4a20-816e-334823227897,USER_02155,4/12/2024 7:31,Rent Payment,2BHK Flat Deposit,OYO Life,2235.84,23.13,19.37,394,Bank Transfer,Successful,MERCH_0867,iOS,Rural
3194,3e6ff865-6026-4a03-a9c9-a4be53f837bc,USER_03523,4/12/2024 7:56,Hotel Booking,Suite,Treebo,1909.96,12.75,18.64,362,Bank Transfer,Successful,MERCH_0109,iOS,Urban
3195,30f1c3d9-aa3e-4f2a-8622-e491f3476bdc,USER_03081,4/12/2024 8:13,Grocery Shopping,Refined Sunflower Oil,BigBasket,2670.96,34.9,25.24,921,Unified Payments Interface,Failed,MERCH_0806,iOS,Suburban
3196,68db1a02-f837-4aeb-96a5-f80fa223adab,USER_05857,4/12/2024 9:04,Internet Bill,Business Internet Plan,ACT Fibernet,4379.41,29.05,76.9,434,Credit Card,Successful,MERCH_0891,Android,Urban
3197,67af6254-0839-4cde-8cfc-4c4d7ad9e862,USER_07291,4/12/2024 9:13,Insurance Premium,Travel Insurance,ICICI Prudential,1353.33,21.39,37.17,897,Bank Transfer,Successful,MERCH_0502,Android,Urban
3198,77872f6f-0f5a-4e20-8cf4-2970672a9329,USER_05315,4/12/2024 10:05,Online Shopping,Fitness Tracker,Snapdeal,4878.77,26.39,55.79,47,Bank Transfer,Successful,MERCH_0792,Android,Urban
3199,765695de-e73c-44c7-ac9d-2f841b15e187,USER_08776,4/12/2024 15:12,Online Shopping,Fitness Tracker,Nykaa,527.49,2.08,73.43,388,Debit Card,Successful,MERCH_0612,iOS,Urban
3200,f1edbe03-d00c-44dc-bd34-ea10863e6b61,USER_06395,4/12/2024 17:31,Rent Payment,2BHK Flat Deposit,Housing.com,9199.57,8.93,12.69,996,Debit Card,Successful,MERCH_0260,Android,Urban
3201,950ecb7f-e332-4c15-8701-1b372653be53,USER_00348,4/12/2024 22:43,Bus Ticket,AC Seater,RedBus,3113.94,16.13,48.2,800,Debit Card,Successful,MERCH_0444,iOS,Urban
3202,55ad1eb6-160a-4ec3-9c6f-ed298780f14e,USER_09689,4/12/2024 23:12,Gaming Credits,Premium Skin,Call of Duty Mobile,348.39,41.86,69.61,929,Bank Transfer,Successful,MERCH_0522,iOS,Suburban
3203,9a70bc2c-79ad-4e8c-ac43-4860be8b500c,USER_06210,4/13/2024 0:01,Movie Ticket,Avengers: Endgame,INOX,3540.83,10.42,67.49,907,Wallet Balance,Pending,MERCH_0620,Android,Urban
3204,3b3aa23e-48c8-4a61-8e79-1555004c363e,USER_06258,4/13/2024 0:07,Streaming Service,Standard Plan,ZEE5,4584.16,40.09,55.03,366,Unified Payments Interface,Successful,MERCH_0183,iOS,Urban
3205,e621db64-726d-489f-a6b1-c36011705fab,USER_05594,4/13/2024 2:47,Loan Repayment,Personal Loan Payment,SBI,2455.52,41.11,26.19,196,Wallet Balance,Successful,MERCH_0288,Android,Urban
3206,abcb49cd-a9c7-4af3-99d1-c55146e5f408,USER_07805,4/13/2024 2:49,Online Shopping,Steel Toe Shoes,Amazon,7967.57,1.69,99.69,243,Wallet Balance,Successful,MERCH_0199,Android,Urban
3207,14f78cd7-8e87-4553-a856-4b9cc13ffeb5,USER_05616,4/13/2024 2:53,Rent Payment,2BHK Flat Deposit,Airbnb,657.45,37.53,10.91,374,Wallet Balance,Successful,MERCH_0168,Android,Urban
3208,2c3b9121-65ee-4063-b056-e1e81f9a06f0,USER_00081,4/13/2024 4:33,Online Shopping,Steel Toe Shoes,Myntra,7924.44,31.36,85.84,426,Debit Card,Successful,MERCH_0892,Android,Urban
3209,4398b3d3-2336-4577-bd80-187a2855dbc8,USER_09568,4/13/2024 4:55,Flight Booking,Delhi to Mumbai,Ixigo,8996.46,18.26,83.9,195,Credit Card,Successful,MERCH_0544,iOS,Urban
3210,ba293690-184d-45a5-ac97-7d3311dc27d3,USER_07090,4/13/2024 7:22,Loan Repayment,Education Loan EMI,HDFC Bank,360.36,25.94,47.81,937,Unified Payments Interface,Successful,MERCH_0366,Android,Urban
3211,72d6a4b0-a9b4-4bab-aff2-a1d551df9508,USER_06662,4/13/2024 9:53,Movie Ticket,Dangal,INOX,7637.76,32.35,62.06,102,Bank Transfer,Successful,MERCH_0923,iOS,Suburban
3212,295bfe2d-809d-440f-b528-91fc6583d400,USER_08843,4/13/2024 10:20,Water Bill,Industrial Use,Bangalore Water Supply,6889.51,1.58,3.4,828,Debit Card,Successful,MERCH_0112,iOS,Suburban
3213,cdb0c7e8-fc86-476d-9322-99fb45595cb7,USER_08917,4/13/2024 13:06,Bus Ticket,AC Seater,MakeMyTrip Bus,1806.04,11.15,67,904,Unified Payments Interface,Successful,MERCH_0459,Android,Rural
3214,625e320a-4faf-41dd-95a7-62921a0cdd59,USER_03146,4/13/2024 16:13,Mobile Recharge,Postpaid Plan 599,Vodafone,4564.34,42.88,23.18,990,Debit Card,Successful,MERCH_0567,iOS,Suburban
3215,63f7386c-8538-4147-af29-38f21102f644,USER_04524,4/13/2024 16:18,Flight Booking,Chennai to Hyderabad,Ixigo,5602.35,24.5,59.16,218,Unified Payments Interface,Successful,MERCH_0045,Android,Urban
3216,80dbf44f-0c28-4389-9e3c-518c88ddfc79,USER_01029,4/14/2024 0:13,Insurance Premium,Travel Insurance,Max Life,1695.32,17.99,66.75,814,Bank Transfer,Successful,MERCH_0755,Android,Urban
3217,e50eeb99-34bc-4b1b-9945-a85a951ab2a0,USER_00295,4/14/2024 0:46,Hotel Booking,Suite,Treebo,1383.56,19.75,25.64,748,Unified Payments Interface,Successful,MERCH_0554,Android,Suburban
3218,f3fde0c9-f690-456b-8be5-526a1713a590,USER_05786,4/14/2024 1:29,Insurance Premium,Motor Insurance,ICICI Prudential,250.43,30.09,40.94,474,Bank Transfer,Successful,MERCH_0396,Android,Urban
3219,ba32cb84-26e4-44c9-af10-1b8d4f7b3058,USER_01544,4/14/2024 2:16,Streaming Service,Student Offer,Hotstar,8893.12,25.22,79.55,144,Wallet Balance,Successful,MERCH_0691,Android,Urban
3220,d3c0e61c-6ad3-4ef5-be19-4f87bc1dac45,USER_07777,4/14/2024 4:01,Gift Card,Rs. 500 E-Gift Card,Shoppers Stop,6257.72,9.26,66.46,241,Wallet Balance,Successful,MERCH_0383,iOS,Urban
3221,b90cc57c-d26a-482c-85e3-315b6116009e,USER_08331,4/14/2024 4:18,Grocery Shopping,Dairy Milk Chocolate,BigBasket,4811.07,24.01,73.48,142,Bank Transfer,Pending,MERCH_0222,Android,Urban
3222,20410e18-496f-4ee1-92a3-735359fca5ee,USER_05868,4/14/2024 5:26,Online Shopping,Rs. 2000 Gift Voucher,Flipkart,8780.73,36.01,99.86,332,Bank Transfer,Successful,MERCH_0826,Android,Urban
3223,6f446983-a244-4ee2-addd-3aa408ef9f63,USER_09753,4/14/2024 5:44,Water Bill,Commercial Property,Bangalore Water Supply,6731.95,1.69,71.75,465,Debit Card,Successful,MERCH_0603,iOS,Urban
3224,e9ea0a40-8aa6-4a29-875c-5de2c1e28fb2,USER_03334,4/14/2024 7:52,Loan Repayment,Personal Loan Payment,ICICI Bank,5404.41,38.38,46.32,157,Credit Card,Successful,MERCH_0650,Web,Urban
3225,608b9d14-96d5-4fc4-9c66-3d80242e615f,USER_03308,4/14/2024 10:09,Online Shopping,Laptop Backpack,Snapdeal,1177.97,35.85,75.35,580,Debit Card,Pending,MERCH_0346,Android,Suburban
3226,f2f58426-b0a7-437f-bf33-fe01c2457dc9,USER_08168,4/14/2024 10:15,Flight Booking,Chennai to Hyderabad,Ixigo,8867.27,4.18,96.11,460,Bank Transfer,Successful,MERCH_0864,Web,Urban
